phase,env_steps,env_steps_per_second,train_updates_per_second,samples_per_second,total_train_step_time,component_seconds,latest_update_seconds,latest_sample_seconds
warmup_unmeasured,21504,3745.80827458728,0.0,0.0,0.03417153004556894,,,
warmup_unmeasured,21632,3762.1837615204067,0.0,0.0,0.03402279317378998,,,
warmup_unmeasured,21760,3716.919722982441,0.0,0.0,0.03443711716681719,,,
warmup_unmeasured,21888,3684.292330610227,0.0,0.0,0.034742085728794336,,,
warmup_unmeasured,22016,3691.374055348928,0.0,0.0,0.034675434697419405,,,
warmup_unmeasured,22144,3707.4379589697273,0.0,0.0,0.03452519001439214,,,
warmup_unmeasured,22272,3560.410679608796,0.0,0.0,0.03595090890303254,,,
warmup_unmeasured,22400,3754.4388565963895,0.0,0.0,0.034092977643013,,,
warmup_unmeasured,22528,3802.7477128832784,0.0,0.0,0.03365987166762352,,,
warmup_unmeasured,22656,3824.2489747503873,0.0,0.0,0.03347062412649393,,,
warmup_unmeasured,22784,3833.597010574884,0.0,0.0,0.0333890076726675,,,
warmup_unmeasured,22912,3846.49678343213,0.0,0.0,0.033277032896876335,,,
warmup_unmeasured,23040,3824.3899732101445,0.0,0.0,0.033469390124082565,,,
warmup_unmeasured,23168,3833.804093378555,0.0,0.0,0.03338720416650176,,,
warmup_unmeasured,23296,3836.462866851645,0.0,0.0,0.033364065922796726,,,
warmup_unmeasured,23424,3808.1323799353063,0.0,0.0,0.03361227689310908,,,
warmup_unmeasured,23552,3816.4531277312776,0.0,0.0,0.0335389943793416,,,
warmup_unmeasured,23680,3800.6718665622175,0.0,0.0,0.03367825597524643,,,
warmup_unmeasured,23808,3663.7781753091485,0.0,0.0,0.03493661293759942,,,
warmup_unmeasured,23936,3722.282047426172,0.0,0.0,0.034387507010251284,,,
warmup_unmeasured,24064,3747.6763724288844,0.0,0.0,0.03415449662134051,,,
warmup_unmeasured,24192,3735.153770989032,0.0,0.0,0.03426900412887335,,,
warmup_unmeasured,24320,3740.3684838571417,0.0,0.0,0.034221227280795574,,,
warmup_unmeasured,24448,3627.6979931621963,0.0,0.0,0.03528408380225301,,,
warmup_unmeasured,24576,3752.614934966898,0.0,0.0,0.034109548199921846,,,
warmup_unmeasured,24704,3759.6808545001186,0.0,0.0,0.034045442938804626,,,
warmup_unmeasured,24832,3766.2995388727945,0.0,0.0,0.033985613379627466,,,
warmup_unmeasured,24960,3785.0711370210042,0.0,0.0,0.03381706587970257,,,
